No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
211,1.25 microns,12.24,,mag,2.4E14,0.0191,,,,,,Jy,1982ApJ...257..570R,no uncertainty reported,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"6"" aperture",Averaged new and previously published data
212,J,0.037,+/-0.0037,Jy,2.4E14,0.037,0.0037,0.0037,,,+/-3.70E-03,Jy,1979ApJ...227..710R,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"7.8"" aperture",Averaged new and previously published data
213,J,0.045,+/-0.0045,Jy,2.4E14,0.045,0.0045,0.0045,,,+/-4.50E-03,Jy,1979ApJ...227..710R,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",Averaged new and previously published data
214,J (Mt. Lemmon),0.046,+/-2   %,Jy,2.4E14,0.046,9.2E-4,9.2E-4,,,+/-9.20E-04,Jy,1980Nat...284..410L,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",Averaged new and previously published data
215,1.25 microns,11.52,+/-0.05,mag,2.4E14,0.0437,0.00206,0.00206,,,+/-2.06E-03,Jy,1977ApJ...215L.107K,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",From new raw data
216,J (Mt. Lemmon),0.038,+/-2   %,Jy,2.4E14,0.0378,7.56E-4,7.56E-4,,,+/-7.56E-04,Jy,1980Nat...284..410L,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",Averaged new and previously published data
217,1.25 microns,0.044,+/-10  %,Jy,2.4E14,0.044,0.0044,0.0044,,,+/-4.40E-03,Jy,1978ApJ...226..550R,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",From new raw data
219,J (Johnson),80.3,+/-1.8,milliJy,2.38E14,0.0803,0.0018,0.0018,,,+/-1.80E-03,Jy,1983ApJS...52..341M,1 sigma,1.26    microns,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"15.8"" aperture",From new raw data
220,J (Johnson),97.1,+/-3.5,milliJy,2.38E14,0.0971,0.0035,0.0035,,,+/-3.50E-03,Jy,1983ApJS...52..341M,1 sigma,1.26    microns,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"22.7"" aperture",From new raw data
221,J (Johnson),52.3,+/-1.3,milliJy,2.38E14,0.0523,0.0013,0.0013,,,+/-1.30E-03,Jy,1983ApJS...52..341M,1 sigma,1.26    microns,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"7.9"" aperture",From new raw data
223,H' (Johnson),10.65,,mag,1.93E14,0.0683,,,,,,Jy,1968AJ.....73..866W,no uncertainty reported,1.55 microns,Broad-band measurement,,Flux in fixed aperture,"13"" aperture",Averaged from previously published data
224,H (Johnson),119.3,+/-3.8,milliJy,1.87E14,0.119,0.0038,0.0038,,,+/-3.80E-03,Jy,1983ApJS...52..341M,1 sigma,1.60    microns,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"22.7"" aperture",From new raw data
225,H (Johnson),70.5,+/-2.2,milliJy,1.87E14,0.0705,0.0022,0.0022,,,+/-2.20E-03,Jy,1983ApJS...52..341M,1 sigma,1.60    microns,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"7.9"" aperture",From new raw data
226,H (Johnson),101.2,+/-2.8,milliJy,1.87E14,0.101,0.0028,0.0028,,,+/-2.80E-03,Jy,1983ApJS...52..341M,1 sigma,1.60    microns,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"15.8"" aperture",From new raw data
227,F160W (HST),-25.47,,log(erg/s/cm^2^/Hz),1.87E14,0.00339,,,,,,Jy,2010ApJ...725.2426B,no uncertainty reported,1.60 microns,Broad-band measurement,,From fitting to map,Nuclear flux,From new raw data
228,H (UKIRT),11.22,+/-0.11,mag,1.84E14,0.0332,0.00354,0.00354,,,+/-3.54E-03,Jy,1985MNRAS.214..109L,estimated error,1.634      microns,Broad-band measurement,,Flux in fixed aperture,"7.5"" aperture",From new raw data; Extinction-corrected for Milky Way
229,H,0.069,+/-0.00345,Jy,1.84E14,0.069,0.00345,0.00345,,,+/-3.45E-03,Jy,1979ApJ...227..710R,uncertainty,1.63    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",Averaged new and previously published data
230,1.6 microns,10.45,+/-0.05,mag,1.84E14,0.072,0.00339,0.00339,,,+/-3.39E-03,Jy,1977ApJ...215L.107K,uncertainty,1.63    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",From new raw data
231,1.6 microns,0.072,+/-10  %,Jy,1.84E14,0.072,0.0073,0.0073,,,+/-7.30E-03,Jy,1978ApJ...226..550R,uncertainty,1.63    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",From new raw data
232,H,0.071,+/-0.00355,Jy,1.84E14,0.071,0.00355,0.00355,,,+/-3.55E-03,Jy,1979ApJ...227..710R,uncertainty,1.63    microns,Broad-band measurement,,Flux in fixed aperture,"7.8"" aperture",Averaged new and previously published data
233,1.6 microns,10.47,+/-0.05,mag,1.84E14,0.0707,0.00333,0.00333,,,+/-3.33E-03,Jy,1977ApJ...215L.107K,uncertainty,1.63    microns,Broad-band measurement,,Flux in fixed aperture,"5.9"" aperture",From new raw data
234,H_20 (2MASS LGA),8.747,+/-0.019,mag,1.82E14,0.325,0.00573,0.00573,,,+/-5.73E-03,Jy,2003AJ....125..525J,1 sigma uncert.,1.65      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Flux integrated from map,125.8 x  104.4 arcsec integration area.,From new raw data; Corrected for contaminating sources
235,H_Kron (2MASS LGA),8.592,+/-0.022,mag,1.82E14,0.375,0.00767,0.00767,,,+/-7.67E-03,Jy,2003AJ....125..525J,1 sigma uncert.,1.65      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Flux integrated from map,174.4 x  144.8 arcsec integration area.,From new raw data; Corrected for contaminating sources
236,H_tot (2MASS LGA),8.488,+/-0.035,mag,1.82E14,0.412,0.0135,0.0135,,,+/-1.35E-02,Jy,2003AJ....125..525J,1 sigma uncert.,1.65      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Total flux,,From new raw data
237,H_14arcsec (2MASS),10.621,+/-0.016,mag,1.82E14,0.0578,8.58E-4,8.58E-4,,,+/-8.58E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture,From new raw data
239,H (2MASS) AB,10.51,+/-0.05,mag,1.82E14,0.227,0.0105,0.0105,,,+/-1.05E-02,Jy,2014ApJS..212...18B,uncertainty,16440   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data; Extinction-corrected for Milky Way
240,H (2MASS) AB,10.62,+/-0.05,mag,1.82E14,0.205,0.00945,0.00945,,,+/-9.45E-03,Jy,2014ApJS..212...18B,uncertainty,16440   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data
241,H (Mt. Lemmon),0.049,+/-2   %,Jy,1.82E14,0.049,9.8E-4,9.8E-4,,,+/-9.80E-04,Jy,1980Nat...284..410L,uncertainty,1.65    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",Averaged new and previously published data
242,H (Mt. Lemmon),0.06,+/-2   %,Jy,1.82E14,0.06,0.0012,0.0012,,,+/-1.20E-03,Jy,1980Nat...284..410L,uncertainty,1.65    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",Averaged new and previously published data
243,1.65 microns,10.29,,mag,1.82E14,0.0758,,,,,,Jy,1982ApJ...257..570R,no uncertainty reported,1.65    microns,Broad-band measurement,,Flux in fixed aperture,"17"" aperture",From new raw data
244,1.6 microns,10.03,+/-0.10,mag,1.82E14,0.0953,0.0092,0.0092,,,+/-9.20E-03,Jy,1974MNRAS.169..357P,uncertainty,1.65   microns,Broad-band measurement,,Flux in fixed aperture,"13.5"" aperture;Low quality data",From new raw data
245,1.6 microns,9.97,,mag,1.82E14,0.101,,,,,,Jy,1974MNRAS.169..357P,no uncertainty reported,1.65   microns,Broad-band measurement,,Flux in fixed aperture,"15.3"" aperture",Averaged new and previously published data
246,1.6 microns,9.94,,mag,1.82E14,0.104,,,,,,Jy,1974MNRAS.169..357P,no uncertainty reported,1.65   microns,Broad-band measurement,,Flux in fixed aperture,"19"" aperture",Averaged new and previously published data
247,1.6 microns,10.4,+/-0.10,mag,1.82E14,0.0678,0.00654,0.00654,,,+/-6.54E-03,Jy,1974MNRAS.169..357P,uncertainty,1.65   microns,Broad-band measurement,,Flux in fixed aperture,"10.0"" aperture;Low quality data",From new raw data
248,1.6 microns,9.66,+/-0.1,mag,1.82E14,0.134,0.0129,0.0129,,,+/-1.29E-02,Jy,1974MNRAS.169..357P,uncertainty,1.65   microns,Broad-band measurement,,Flux in fixed aperture,"28"" aperture;Low quality data",From new raw data
249,1.65 microns,11.46,,mag,1.82E14,0.0258,,,,,,Jy,1982ApJ...257..570R,no uncertainty reported,1.65    microns,Broad-band measurement,,Flux in fixed aperture,"6"" aperture",Averaged new and previously published data
250,1.6 microns,9.3,,mag,1.82E14,0.187,,,,,,Jy,1974MNRAS.169..357P,no uncertainty reported,1.65   microns,Broad-band measurement,,Flux in fixed aperture,"32"" aperture",Averaged new and previously published data
251,H (2MASS/FLWO),11.978,+/-0.079,mag,1.8E14,0.0166,0.00121,0.00121,,,+/-1.21E-03,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
252,H (2MASS/FLWO),11.441,+/-0.015,mag,1.8E14,0.0272,3.75E-4,3.75E-4,,,+/-3.75E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
258,Ks (2MASS) AB,10.66,+/-0.05,mag,1.39E14,0.198,0.00913,0.00913,,,+/-9.13E-03,Jy,2014ApJS..212...18B,uncertainty,21590   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data; Extinction-corrected for Milky Way
259,Ks (2MASS) AB,10.73,+/-0.05,mag,1.39E14,0.185,0.00852,0.00852,,,+/-8.52E-03,Jy,2014ApJS..212...18B,uncertainty,21590   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data
260,K_s (2MASS/FLWO),11.298,+/-0.061,mag,1.39E14,0.0202,0.00113,0.00113,,,+/-1.13E-03,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
261,K_s (2MASS/FLWO),10.902,+/-0.006,mag,1.39E14,0.0291,1.61E-4,1.61E-4,,,+/-1.61E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
262,K_s_14arcsec (2MASS),10.196,+/-0.016,mag,1.38E14,0.0557,8.26E-4,8.26E-4,,,+/-8.26E-04,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture,From new raw data
263,K_20 (2MASS LGA),8.411,+/-0.020,mag,1.38E14,0.288,0.00536,0.00536,,,+/-5.36E-03,Jy,2003AJ....125..525J,1 sigma uncert.,2.17      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Flux integrated from map,125.8 x  104.4 arcsec integration area.,From new raw data; Corrected for contaminating sources
265,K_Kron (2MASS LGA),8.254,+/-0.024,mag,1.38E14,0.333,0.00744,0.00744,,,+/-7.44E-03,Jy,2003AJ....125..525J,1 sigma uncert.,2.17      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Flux integrated from map,174.4 x  144.8 arcsec integration area.,From new raw data; Corrected for contaminating sources
266,K_tot (2MASS LGA),8.126,+/-0.038,mag,1.38E14,0.375,0.0133,0.0133,,,+/-1.33E-02,Jy,2003AJ....125..525J,1 sigma uncert.,2.17      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Total flux,,From new raw data
267,K (UKIRT),10.5,+/-0.10,mag,1.37E14,0.0415,0.004,0.004,,,+/-4.00E-03,Jy,1985MNRAS.214..109L,estimated error,2.195      microns,Broad-band measurement,,Flux in fixed aperture,"7.5"" aperture",From new raw data; Extinction-corrected for Milky Way
268,2.2 microns,8.98,,mag,1.36E14,0.159,,,,,,Jy,1974MNRAS.169..357P,no uncertainty reported,2.2   microns,Broad-band measurement,,Flux in fixed aperture,"32"" aperture",Averaged new and previously published data
269,2.2 microns,10.59,,mag,1.36E14,0.0366,,,,,,Jy,1982ApJ...257..570R,no uncertainty reported,2.20    microns,Broad-band measurement,,Flux in fixed aperture,"6"" aperture",Averaged new and previously published data
270,2.2 microns,9.59,+/-0.07,mag,1.36E14,0.0905,0.00602,0.00602,,,+/-6.02E-03,Jy,1974MNRAS.169..357P,uncertainty,2.2   microns,Broad-band measurement,,Flux in fixed aperture,"10.0"" aperture",From new raw data
271,2.2 microns,9.37,+/-0.07,mag,1.36E14,0.111,0.00738,0.00738,,,+/-7.38E-03,Jy,1974MNRAS.169..357P,uncertainty,2.2   microns,Broad-band measurement,,Flux in fixed aperture,"13.5"" aperture",From new raw data
272,2.2 microns,9.3,,mag,1.36E14,0.118,,,,,,Jy,1974MNRAS.169..357P,no uncertainty reported,2.2   microns,Broad-band measurement,,Flux in fixed aperture,"15.3"" aperture",Averaged new and previously published data
273,2.2 microns,9.24,,mag,1.36E14,0.125,,,,,,Jy,1974MNRAS.169..357P,no uncertainty reported,2.2   microns,Broad-band measurement,,Flux in fixed aperture,"19"" aperture",Averaged new and previously published data
274,2.2 microns,9.04,+/-0.1,mag,1.36E14,0.15,0.0145,0.0145,,,+/-1.45E-02,Jy,1974MNRAS.169..357P,uncertainty,2.2   microns,Broad-band measurement,,Flux in fixed aperture,"28"" aperture;Low quality data",From new raw data
275,2.2 microns,9.56,+/-0.14,mag,1.36E14,0.093,0.0128,0.0128,,,+/-1.28E-02,Jy,1974MNRAS.169..357P,uncertainty,2.2   microns,Broad-band measurement,,Flux in fixed aperture,"10.5"" aperture;Low quality data",From new raw data
276,K (Johnson),103.3,+/-2.9,milliJy,1.35E14,0.103,0.0029,0.0029,,,+/-2.90E-03,Jy,1983ApJS...52..341M,1 sigma,2.22    microns,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"15.8"" aperture",From new raw data
277,2.2 microns,0.17,+/-0.02,Jy,1.35E14,0.17,0.02,0.02,,,+/-2.00E-02,Jy,1972ApJ...176L..95R,1 sigma,2.22 microns,Broad-band measurement,,Flux in fixed aperture,"6"" aperture",From new raw data
278,2.2 microns,9.7,+/-0.05,mag,1.35E14,0.0896,0.00423,0.00423,,,+/-4.23E-03,Jy,1977ApJ...215L.107K,uncertainty,2.22    microns,Broad-band measurement,,Flux in fixed aperture,"2.8"" aperture",From new raw data
279,K (Johnson),120.2,+/-2.6,milliJy,1.35E14,0.12,0.0026,0.0026,,,+/-2.60E-03,Jy,1983ApJS...52..341M,1 sigma,2.22    microns,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"22.7"" aperture",From new raw data
280,2.2 microns,9.66,+/-0.05,mag,1.35E14,0.093,0.00438,0.00438,,,+/-4.38E-03,Jy,1977ApJ...215L.107K,uncertainty,2.22    microns,Broad-band measurement,,Flux in fixed aperture,"5.9"" aperture",From new raw data
281,K (Johnson),9.83,+/-0.08,mag,1.35E14,0.078,0.00597,0.00597,,,+/-5.97E-03,Jy,1983ApJ...275..477M,uncertainty,2.22    microns,Broad-band measurement,,Flux in fixed aperture,"12"" aperture",From new raw data
282,2.2 microns,9.6,+/-0.05,mag,1.35E14,0.0983,0.00463,0.00463,,,+/-4.63E-03,Jy,1977ApJ...215L.107K,uncertainty,2.22    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",From new raw data
283,K,0.087,+/-0.00435,Jy,1.35E14,0.087,0.00435,0.00435,,,+/-4.35E-03,Jy,1979ApJ...227..710R,uncertainty,2.22    microns,Broad-band measurement,,Flux in fixed aperture,"7.8"" aperture",Averaged new and previously published data
284,K,0.096,+/-0.0048,Jy,1.35E14,0.096,0.0048,0.0048,,,+/-4.80E-03,Jy,1979ApJ...227..710R,uncertainty,2.22    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",Averaged new and previously published data
285,2.2 microns,0.099,+/-10  %,Jy,1.35E14,0.099,0.0099,0.0099,,,+/-9.90E-03,Jy,1978ApJ...226..550R,uncertainty,2.22    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",From new raw data
286,K (Johnson),80.2,+/-2.5,milliJy,1.35E14,0.0802,0.0025,0.0025,,,+/-2.50E-03,Jy,1983ApJS...52..341M,1 sigma,2.22    microns,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"7.9"" aperture",From new raw data
289,2.28 microns,9.62,,mag,1.31E14,0.0837,,,,,,Jy,1982ApJ...257..570R,no uncertainty reported,2.28    microns,Broad-band measurement,,Flux in fixed aperture,"17"" aperture",From new raw data
